campaign_id,campaign_name,start_date,end_date,channel,region,impressions,clicks,conversions,spend_usd,revenue_usd,target_audience,product_category,device,year,data_source,campaign_duration_days,month,quarter
2025_0423,Campaign_2025_0423,2025-04-21,2025-11-15,Google Display Network,Asia,62256,9814,32799,6958.35,114536.39,Adults,Clothing,Desktop,1970-01-01 00:00:00.000002025,H1_2025,208,4,2
2025_0424,Campaign_2025_0424,2025-03-28,2025-08-26,Google Display Network,Africa,35991,44523,31436,12709.11,92501.61,Seniors,Services,Mobile,1970-01-01 00:00:00.000002025,H1_2025,151,3,1
2025_0425,Campaign_2025_0425,2025-05-14,2025-08-28,TikTok Ads,Europe,7546,34841,24697,19615.3,70795.6,Youth,Clothing,Mobile,1970-01-01 00:00:00.000002025,H1_2025,106,5,2
2025_0426,Campaign_2025_0426,2025-03-22,2025-11-28,Email,South America,71257,79591,1451,41868.03,108514.28,Adults,Travel,Desktop,1970-01-01 00:00:00.000002025,H1_2025,251,3,1
2025_0427,Campaign_2025_0427,2025-01-21,2025-10-04,TikTok Ads,South America,58611,20694,82993,15772.21,87676.64,Seniors,Home,Tablet,1970-01-01 00:00:00.000002025,H1_2025,256,1,1
2025_0428,Campaign_2025_0428,2025-04-10,2025-12-16,Email,South America,44065,44625,21419,17423.07,27347.95,Seniors,Electronics,Mobile,1970-01-01 00:00:00.000002025,H1_2025,250,4,2
2025_0429,Campaign_2025_0429,2025-01-07,2025-07-22,TikTok Ads,Asia,67854,5180,14188,26904.15,107318.76,Adults,Travel,Desktop,1970-01-01 00:00:00.000002025,H1_2025,196,1,1
2025_0430,Campaign_2025_0430,2025-06-25,2025-08-14,Google Display Network,South America,41564,50717,44592,44274.32,101195.4,Youth,Services,Mobile,1970-01-01 00:00:00.000002025,H1_2025,50,6,2
2025_0431,Campaign_2025_0431,2025-01-21,2025-11-27,Email,Africa,14495,43258,20557,7677.06,8602.34,Seniors,Clothing,Mobile,1970-01-01 00:00:00.000002025,H1_2025,310,1,1
2025_0432,Campaign_2025_0432,2025-03-05,2025-11-10,Google Ads,North America,55908,81251,5410,8391.23,124140.28,Seniors,Travel,Tablet,1970-01-01 00:00:00.000002025,H1_2025,250,3,1
2025_0433,Campaign_2025_0433,2025-06-14,2025-10-12,Google Ads,Asia,42816,25230,25694,37564.38,143791.45,Youth,Home,Mobile,1970-01-01 00:00:00.000002025,H1_2025,120,6,2
2025_0434,Campaign_2025_0434,2025-01-09,2025-12-18,Google Ads,South America,68009,66893,21883,38112.22,90624.98,Youth,Travel,Tablet,1970-01-01 00:00:00.000002025,H1_2025,343,1,1
2025_0435,Campaign_2025_0435,2025-06-06,2025-11-16,TikTok Ads,Africa,2158,70254,70737,30609.04,37780.33,Youth,Services,Tablet,1970-01-01 00:00:00.000002025,H1_2025,163,6,2
2025_0436,Campaign_2025_0436,2025-06-20,2025-12-06,Facebook Ads,Asia,27228,39848,42102,18647.83,31578.12,Adults,Clothing,Mobile,1970-01-01 00:00:00.000002025,H1_2025,169,6,2
2025_0437,Campaign_2025_0437,2025-02-08,2025-07-14,Google Ads,North America,19307,35909,70768,19880.69,123969.6,Adults,Electronics,Desktop,1970-01-01 00:00:00.000002025,H1_2025,156,2,1
2025_0438,Campaign_2025_0438,2025-04-18,2025-08-19,TikTok Ads,North America,53077,22312,7261,37453.24,114650.73,Seniors,Electronics,Mobile,1970-01-01 00:00:00.000002025,H1_2025,123,4,2
2025_0439,Campaign_2025_0439,2025-01-29,2025-12-28,Email,North America,10885,58306,16340,22811.34,74270.21,Seniors,Services,Mobile,1970-01-01 00:00:00.000002025,H1_2025,333,1,1
2025_0440,Campaign_2025_0440,2025-04-16,2025-12-05,Facebook Ads,South America,64185,26943,64685,5133.79,84591.32,Adults,Travel,Mobile,1970-01-01 00:00:00.000002025,H1_2025,233,4,2
2025_0441,Campaign_2025_0441,2025-02-19,2025-11-30,Google Display Network,Asia,32699,60115,18189,13833.28,141365.82,Adults,Electronics,Mobile,1970-01-01 00:00:00.000002025,H1_2025,284,2,1
2025_0442,Campaign_2025_0442,2025-01-30,2025-12-07,Google Display Network,North America,41749,29578,4457,10335.44,129159.37,Youth,Travel,Tablet,1970-01-01 00:00:00.000002025,H1_2025,311,1,1
2025_0443,Campaign_2025_0443,2025-01-01,2025-12-31,Email,Asia,68606,59136,78002,17585.38,83670.71,Adults,Travel,Mobile,1970-01-01 00:00:00.000002025,H1_2025,364,1,1
2025_0444,Campaign_2025_0444,2025-06-21,2025-11-03,Facebook Ads,Asia,29389,66168,30228,5564.74,74727.56,Seniors,Clothing,Desktop,1970-01-01 00:00:00.000002025,H1_2025,135,6,2
2025_0445,Campaign_2025_0445,2025-03-27,2025-10-23,Email,Asia,8822,10050,61853,48437.7,121085.85,Seniors,Home,Tablet,1970-01-01 00:00:00.000002025,H1_2025,210,3,1
2025_0446,Campaign_2025_0446,2025-02-06,2025-08-16,Google Ads,North America,77530,75568,58167,41916.22,62874.26,Seniors,Electronics,Mobile,1970-01-01 00:00:00.000002025,H1_2025,191,2,1
2025_0447,Campaign_2025_0447,2025-02-23,2025-10-25,Email,North America,11550,58273,78389,22930.0,87509.21,Seniors,Services,Mobile,1970-01-01 00:00:00.000002025,H1_2025,244,2,1
2025_0448,Campaign_2025_0448,2025-06-13,2025-09-26,Google Ads,Europe,24984,10498,75039,33165.34,98133.33,Seniors,Travel,Desktop,1970-01-01 00:00:00.000002025,H1_2025,105,6,2
2025_0449,Campaign_2025_0449,2025-01-12,2025-12-01,Email,South America,20485,66696,78797,5672.49,141550.38,Adults,Home,Mobile,1970-01-01 00:00:00.000002025,H1_2025,323,1,1
2025_0450,Campaign_2025_0450,2025-02-04,2025-07-30,TikTok Ads,Europe,40444,24038,69723,19488.09,8127.41,Adults,Home,Tablet,1970-01-01 00:00:00.000002025,H1_2025,176,2,1
2025_0451,Campaign_2025_0451,2025-06-22,2025-10-31,Facebook Ads,Asia,59603,5179,2567,27432.57,29468.57,Seniors,Electronics,Desktop,1970-01-01 00:00:00.000002025,H1_2025,131,6,2
2025_0452,Campaign_2025_0452,2025-04-03,2025-10-26,Facebook Ads,Europe,35648,11322,18976,1811.11,77311.47,Seniors,Travel,Mobile,1970-01-01 00:00:00.000002025,H1_2025,206,4,2
2025_0453,Campaign_2025_0453,2025-06-19,2025-09-20,Google Display Network,Europe,40953,28148,21195,43925.08,131964.93,Adults,Clothing,Desktop,1970-01-01 00:00:00.000002025,H1_2025,93,6,2
2025_0454,Campaign_2025_0454,2025-04-07,2025-10-24,Facebook Ads,Asia,38752,58073,57796,15799.05,5128.37,Adults,Services,Tablet,1970-01-01 00:00:00.000002025,H1_2025,200,4,2
2025_0455,Campaign_2025_0455,2025-06-08,2025-07-11,TikTok Ads,Africa,84309,55733,78392,21344.54,37708.98,Seniors,Electronics,Mobile,1970-01-01 00:00:00.000002025,H1_2025,33,6,2
2025_0456,Campaign_2025_0456,2025-01-26,2025-12-24,Facebook Ads,Africa,35406,55260,32178,24161.9,135941.58,Youth,Travel,Tablet,1970-01-01 00:00:00.000002025,H1_2025,332,1,1
2025_0457,Campaign_2025_0457,2025-03-23,2025-09-12,Email,North America,98551,44574,63780,6510.14,138869.59,Adults,Travel,Mobile,1970-01-01 00:00:00.000002025,H1_2025,173,3,1
2025_0458,Campaign_2025_0458,2025-05-19,2025-08-26,Facebook Ads,North America,83547,68644,25335,35253.04,94292.06,Seniors,Electronics,Mobile,1970-01-01 00:00:00.000002025,H1_2025,99,5,2
2025_0459,Campaign_2025_0459,2025-06-11,2025-12-22,Google Display Network,Africa,86660,49420,18726,18788.58,19947.84,Adults,Electronics,Tablet,1970-01-01 00:00:00.000002025,H1_2025,194,6,2
2025_0460,Campaign_2025_0460,2025-06-28,2025-07-14,Google Display Network,Africa,18190,69276,17099,45603.51,137738.8,Youth,Travel,Tablet,1970-01-01 00:00:00.000002025,H1_2025,16,6,2
2025_0461,Campaign_2025_0461,2025-05-12,2025-10-31,Google Ads,Asia,79563,73836,53325,39774.56,97832.49,Adults,Travel,Desktop,1970-01-01 00:00:00.000002025,H1_2025,172,5,2
2025_0462,Campaign_2025_0462,2025-03-31,2025-08-02,TikTok Ads,North America,59495,2542,45956,47386.28,87166.06,Seniors,Clothing,Tablet,1970-01-01 00:00:00.000002025,H1_2025,124,3,1
2025_0463,Campaign_2025_0463,2025-03-03,2025-08-09,Google Display Network,North America,96556,25160,17814,49592.56,136056.58,Adults,Home,Mobile,1970-01-01 00:00:00.000002025,H1_2025,159,3,1
2025_0464,Campaign_2025_0464,2025-02-09,2025-09-24,Email,South America,84499,49955,25592,17566.46,34261.25,Adults,Clothing,Desktop,1970-01-01 00:00:00.000002025,H1_2025,227,2,1
2025_0465,Campaign_2025_0465,2025-01-24,2025-09-14,Facebook Ads,South America,41624,66703,60958,2905.85,125342.92,Seniors,Services,Mobile,1970-01-01 00:00:00.000002025,H1_2025,233,1,1
2025_0466,Campaign_2025_0466,2025-03-18,2025-11-08,TikTok Ads,South America,77005,60772,68755,39375.98,30638.96,Adults,Electronics,Tablet,1970-01-01 00:00:00.000002025,H1_2025,235,3,1
2025_0467,Campaign_2025_0467,2025-01-03,2025-09-13,Facebook Ads,North America,15617,51768,18292,18335.97,28724.65,Seniors,Travel,Mobile,1970-01-01 00:00:00.000002025,H1_2025,253,1,1
2025_0468,Campaign_2025_0468,2025-03-19,2025-09-11,Google Ads,South America,32484,73558,72292,41768.45,1937.57,Adults,Clothing,Tablet,1970-01-01 00:00:00.000002025,H1_2025,176,3,1
2025_0469,Campaign_2025_0469,2025-01-06,2025-09-09,TikTok Ads,Asia,61188,56361,73515,48943.38,31955.59,Seniors,Clothing,Tablet,1970-01-01 00:00:00.000002025,H1_2025,246,1,1
2025_0470,Campaign_2025_0470,2025-05-31,2025-11-15,Google Ads,Africa,72242,39745,39679,44760.85,112921.67,Seniors,Clothing,Mobile,1970-01-01 00:00:00.000002025,H1_2025,168,5,2
2025_0471,Campaign_2025_0471,2025-04-25,2025-12-25,Google Display Network,Asia,84162,36074,26800,37504.96,64705.11,Adults,Travel,Tablet,1970-01-01 00:00:00.000002025,H1_2025,244,4,2
2025_0472,Campaign_2025_0472,2025-06-07,2025-09-01,Email,North America,91219,28394,36024,34364.87,50404.93,Seniors,Electronics,Desktop,1970-01-01 00:00:00.000002025,H1_2025,86,6,2
2025_0473,Campaign_2025_0473,2025-06-15,2025-12-16,Email,South America,16198,73275,79828,43633.76,144687.39,Youth,Home,Desktop,1970-01-01 00:00:00.000002025,H1_2025,184,6,2
2025_0474,Campaign_2025_0474,2025-01-17,2025-08-02,Facebook Ads,South America,50776,61099,40442,19103.37,24268.65,Adults,Clothing,Mobile,1970-01-01 00:00:00.000002025,H1_2025,197,1,1
2025_0475,Campaign_2025_0475,2025-01-23,2025-12-14,Google Display Network,South America,83439,44005,52315,16145.16,117973.9,Seniors,Home,Tablet,1970-01-01 00:00:00.000002025,H1_2025,325,1,1
2025_0476,Campaign_2025_0476,2025-04-29,2025-09-03,Email,North America,85469,27206,62871,19672.23,75789.63,Seniors,Travel,Desktop,1970-01-01 00:00:00.000002025,H1_2025,127,4,2
2025_0477,Campaign_2025_0477,2025-02-28,2025-07-07,Google Ads,North America,73986,11202,28114,44787.09,65374.87,Adults,Travel,Desktop,1970-01-01 00:00:00.000002025,H1_2025,129,2,1
2025_0478,Campaign_2025_0478,2025-04-10,2025-07-22,TikTok Ads,Africa,54238,34138,81200,16399.88,83116.96,Adults,Electronics,Mobile,1970-01-01 00:00:00.000002025,H1_2025,103,4,2
2025_0479,Campaign_2025_0479,2025-06-21,2025-12-25,Email,Africa,28788,26760,44577,9502.14,22285.03,Adults,Home,Desktop,1970-01-01 00:00:00.000002025,H1_2025,187,6,2
2025_0480,Campaign_2025_0480,2025-03-06,2025-10-05,TikTok Ads,North America,55511,11543,41982,29361.85,99956.49,Seniors,Home,Tablet,1970-01-01 00:00:00.000002025,H1_2025,213,3,1
2025_0481,Campaign_2025_0481,2025-04-27,2025-07-16,Email,Europe,15513,35629,6017,8851.34,28160.3,Seniors,Clothing,Desktop,1970-01-01 00:00:00.000002025,H1_2025,80,4,2
2025_0482,Campaign_2025_0482,2025-02-21,2025-12-08,Google Ads,North America,96284,82332,26463,36783.91,138358.14,Adults,Services,Tablet,1970-01-01 00:00:00.000002025,H1_2025,290,2,1
2025_0483,Campaign_2025_0483,2025-06-11,2025-10-11,TikTok Ads,South America,64756,63291,69382,44753.53,70742.64,Seniors,Travel,Tablet,1970-01-01 00:00:00.000002025,H1_2025,122,6,2
2025_0484,Campaign_2025_0484,2025-05-14,2025-11-12,Email,Asia,46250,65878,73102,40625.43,12225.27,Youth,Services,Desktop,1970-01-01 00:00:00.000002025,H1_2025,182,5,2
2025_0485,Campaign_2025_0485,2025-06-21,2025-08-01,Google Display Network,South America,99813,50655,8130,8472.74,3420.61,Seniors,Travel,Desktop,1970-01-01 00:00:00.000002025,H1_2025,41,6,2
2025_0486,Campaign_2025_0486,2025-01-26,2025-07-28,Facebook Ads,North America,30909,83166,11300,8804.71,61087.38,Adults,Home,Desktop,1970-01-01 00:00:00.000002025,H1_2025,183,1,1
2025_0487,Campaign_2025_0487,2025-03-08,2025-10-29,Google Display Network,Europe,29866,7122,32838,19508.18,127152.19,Adults,Services,Tablet,1970-01-01 00:00:00.000002025,H1_2025,235,3,1
2025_0488,Campaign_2025_0488,2025-04-22,2025-09-23,Facebook Ads,Africa,18054,2843,10520,45226.44,78183.52,Youth,Travel,Tablet,1970-01-01 00:00:00.000002025,H1_2025,154,4,2
2025_0489,Campaign_2025_0489,2025-01-05,2025-07-19,TikTok Ads,Europe,77298,44116,17983,9520.98,146761.58,Youth,Home,Desktop,1970-01-01 00:00:00.000002025,H1_2025,195,1,1
2025_0490,Campaign_2025_0490,2025-04-27,2025-12-01,Email,Europe,39275,79899,81271,5001.99,4019.53,Adults,Home,Tablet,1970-01-01 00:00:00.000002025,H1_2025,218,4,2
2025_0491,Campaign_2025_0491,2025-05-07,2025-12-14,Facebook Ads,Europe,2042,36017,14399,27413.71,136860.58,Youth,Services,Mobile,1970-01-01 00:00:00.000002025,H1_2025,221,5,2
2025_0492,Campaign_2025_0492,2025-02-01,2025-09-05,Google Display Network,South America,64891,2154,41119,18894.23,15786.35,Adults,Travel,Tablet,1970-01-01 00:00:00.000002025,H1_2025,216,2,1
2025_0493,Campaign_2025_0493,2025-02-01,2025-09-22,Email,North America,20472,32271,83071,29568.15,9477.67,Seniors,Home,Desktop,1970-01-01 00:00:00.000002025,H1_2025,233,2,1
2025_0494,Campaign_2025_0494,2025-06-17,2025-08-06,Google Ads,North America,52521,40861,12176,28573.57,85155.19,Adults,Travel,Desktop,1970-01-01 00:00:00.000002025,H1_2025,50,6,2
2025_0495,Campaign_2025_0495,2025-02-03,2025-10-28,Google Display Network,North America,2630,88288,32480,41276.47,24709.99,Seniors,Travel,Tablet,1970-01-01 00:00:00.000002025,H1_2025,267,2,1
2025_0496,Campaign_2025_0496,2025-05-20,2025-12-20,Email,North America,83026,8493,76635,29145.05,34132.73,Seniors,Travel,Mobile,1970-01-01 00:00:00.000002025,H1_2025,214,5,2
2025_0497,Campaign_2025_0497,2025-06-23,2025-08-26,Google Display Network,South America,12234,85523,4651,32650.42,67049.13,Seniors,Electronics,Mobile,1970-01-01 00:00:00.000002025,H1_2025,64,6,2
2025_0498,Campaign_2025_0498,2025-05-02,2025-07-19,Google Display Network,South America,41981,46904,71134,45470.59,74439.37,Adults,Services,Mobile,1970-01-01 00:00:00.000002025,H1_2025,78,5,2
2025_0499,Campaign_2025_0499,2025-06-25,2025-10-13,Google Display Network,Europe,36670,69024,78323,23816.56,60359.37,Seniors,Clothing,Tablet,1970-01-01 00:00:00.000002025,H1_2025,110,6,2
2025_0500,Campaign_2025_0500,2025-02-20,2025-09-21,Google Display Network,North America,97262,80896,20752,43732.86,115423.95,Adults,Electronics,Tablet,1970-01-01 00:00:00.000002025,H1_2025,213,2,1
2024_JD_0003,Campaign_2024_JD_0003,2024-07-02,2024-10-12,Email,Asia,199027,25323,2686,9909.42,16071.4,Seniors,Automotive,Mobile,1970-01-01 00:00:00.000002024,H2_2024,102,7,3
2024_JD_0335,Campaign_2024_JD_0335,2024-11-09,2024-12-31,TikTok Ads,Africa,199018,23717,2092,40203.48,73822.04,Seniors,Electronics,Desktop,1970-01-01 00:00:00.000002024,H2_2024,52,11,4
2024_JD_0642,Campaign_2024_JD_0642,2024-11-09,2024-12-31,TikTok Ads,Africa,199018,23717,2092,40203.48,73822.04,Seniors,Electronics,Desktop,1970-01-01 00:00:00.000002024,H2_2024,52,11,4
2024_JD_0034,Campaign_2024_JD_0034,2024-08-06,2024-12-31,Email,North America,197506,9133,2147,14664.7,41219.88,Adults,Electronics,Mobile,1970-01-01 00:00:00.000002024,H2_2024,147,8,3
2024_JD_0022,Campaign_2024_JD_0022,2024-11-06,2024-12-31,TikTok Ads,Europe,197445,8750,1059,43175.8,57751.47,Adults,Home,Mobile,1970-01-01 00:00:00.000002024,H2_2024,55,11,4
2024_JD_0282,Campaign_2024_JD_0282,2024-07-24,2024-09-22,Facebook Ads,North America,197018,7669,1317,17524.13,57526.58,Seniors,Health,Tablet,1970-01-01 00:00:00.000002024,H2_2024,60,7,3
2024_JD_0064,Campaign_2024_JD_0064,2024-11-05,2024-12-31,Facebook Ads,South America,196962,2820,691,34181.25,94703.21,Youth,Health,Mobile,1970-01-01 00:00:00.000002024,H2_2024,56,11,4
2024_JD_0550,Campaign_2024_JD_0550,2024-09-23,2024-12-31,Facebook Ads,South America,196758,5643,434,36448.94,44497.76,Youth,Health,Desktop,1970-01-01 00:00:00.000002024,H2_2024,99,9,3
2024_JD_0344,Campaign_2024_JD_0344,2024-11-24,2024-12-31,Google Display Network,Asia,196675,13120,3521,4775.86,7011.6,Seniors,Home,Desktop,1970-01-01 00:00:00.000002024,H2_2024,37,11,4
2024_JD_0641,Campaign_2024_JD_0641,2024-11-24,2024-12-31,Google Display Network,Asia,196675,13120,3521,4775.86,7011.6,Seniors,Home,Desktop,1970-01-01 00:00:00.000002024,H2_2024,37,11,4
2024_JD_0259,Campaign_2024_JD_0259,2024-09-01,2024-11-27,Facebook Ads,Asia,196648,9814,1210,43666.92,130978.34,Youth,Clothing,Desktop,1970-01-01 00:00:00.000002024,H2_2024,87,9,3
2024_JD_0264,Campaign_2024_JD_0264,2024-10-10,2024-11-04,Google Display Network,Europe,196305,27500,3264,25521.82,62463.03,Adults,Automotive,Mobile,1970-01-01 00:00:00.000002024,H2_2024,25,10,4
2024_JD_0555,Campaign_2024_JD_0555,2024-09-20,2024-11-11,Email,Europe,196102,6331,1250,46702.81,114505.21,Seniors,Home,Mobile,1970-01-01 00:00:00.000002024,H2_2024,52,9,3
2024_JD_0507,Campaign_2024_JD_0507,2024-11-26,2024-12-31,Facebook Ads,Europe,196051,12481,2574,8046.9,19378.22,Seniors,Health,Mobile,1970-01-01 00:00:00.000002024,H2_2024,35,11,4
2024_JD_0341,Campaign_2024_JD_0341,2024-08-23,2024-12-18,TikTok Ads,South America,195868,16495,2249,9177.37,14840.12,Adults,Health,Mobile,1970-01-01 00:00:00.000002024,H2_2024,117,8,3
2024_JD_0593,Campaign_2024_JD_0593,2024-08-31,2024-11-29,TikTok Ads,North America,195121,5467,1346,35926.11,75024.05,Adults,Electronics,Mobile,1970-01-01 00:00:00.000002024,H2_2024,90,8,3
2024_JD_0590,Campaign_2024_JD_0590,2024-08-31,2024-10-23,Facebook Ads,Asia,194919,13526,3706,7875.9,21608.81,Youth,Clothing,Mobile,1970-01-01 00:00:00.000002024,H2_2024,53,8,3
2024_JD_0267,Campaign_2024_JD_0267,2024-10-16,2024-12-31,Google Ads,South America,194420,26540,671,22112.24,72139.92,Youth,Home,Tablet,1970-01-01 00:00:00.000002024,H2_2024,76,10,4
2024_JD_0467,Campaign_2024_JD_0467,2024-07-13,2024-11-05,Email,Africa,194344,21934,741,47587.86,133999.95,Adults,Electronics,Tablet,1970-01-01 00:00:00.000002024,H2_2024,115,7,3
2024_JD_0122,Campaign_2024_JD_0122,2024-09-06,2024-10-09,Google Display Network,North America,194139,18549,4812,12878.08,18855.11,Adults,Health,Mobile,1970-01-01 00:00:00.000002024,H2_2024,33,9,3
2024_JD_0280,Campaign_2024_JD_0280,2024-09-16,2024-12-16,TikTok Ads,Asia,193856,9359,1013,49401.49,74784.54,Adults,Automotive,Mobile,1970-01-01 00:00:00.000002024,H2_2024,91,9,3
2024_JD_0515,Campaign_2024_JD_0515,2024-08-30,2024-09-16,TikTok Ads,North America,193799,7747,418,36737.89,125781.15,Seniors,Electronics,Desktop,1970-01-01 00:00:00.000002024,H2_2024,17,8,3
2024_JD_0184,Campaign_2024_JD_0184,2024-10-16,2024-12-08,Email,South America,192918,8569,1457,33421.1,96823.21,Adults,Electronics,Mobile,1970-01-01 00:00:00.000002024,H2_2024,53,10,4
2024_JD_0042,Campaign_2024_JD_0042,2024-08-17,2024-12-31,Google Ads,North America,192907,6571,1280,32628.14,52444.99,Youth,Health,Tablet,1970-01-01 00:00:00.000002024,H2_2024,136,8,3
2024_JD_0498,Campaign_2024_JD_0498,2024-10-02,2024-12-20,Google Display Network,Europe,192818,23470,6970,8972.29,22428.0,Youth,Clothing,Desktop,1970-01-01 00:00:00.000002024,H2_2024,79,10,4
2024_JD_0095,Campaign_2024_JD_0095,2024-09-21,2024-12-31,Email,South America,192469,24908,6246,13320.68,24401.93,Adults,Clothing,Desktop,1970-01-01 00:00:00.000002024,H2_2024,101,9,3
2024_JD_0576,Campaign_2024_JD_0576,2024-10-06,2024-12-31,Google Ads,Europe,192125,3841,967,2084.93,7034.06,Youth,Automotive,Desktop,1970-01-01 00:00:00.000002024,H2_2024,86,10,4
2024_JD_0290,Campaign_2024_JD_0290,2024-07-23,2024-11-06,Google Ads,South America,191994,17382,4898,49631.69,165377.86,Youth,Clothing,Mobile,1970-01-01 00:00:00.000002024,H2_2024,106,7,3
2024_JD_0475,Campaign_2024_JD_0475,2024-08-23,2024-12-31,Google Ads,Africa,191932,26285,2362,34714.18,60970.06,Seniors,Health,Desktop,1970-01-01 00:00:00.000002024,H2_2024,130,8,3
2024_JD_0412,Campaign_2024_JD_0412,2024-08-14,2024-11-26,Google Display Network,Europe,191470,2901,278,36348.28,115755.65,Seniors,Home,Desktop,1970-01-01 00:00:00.000002024,H2_2024,104,8,3
2024_JD_0385,Campaign_2024_JD_0385,2024-11-25,2024-12-31,Facebook Ads,Europe,191368,23360,4063,14684.53,43267.84,Youth,Automotive,Mobile,1970-01-01 00:00:00.000002024,H2_2024,36,11,4
2024_JD_0640,Campaign_2024_JD_0640,2024-11-25,2024-12-31,Facebook Ads,Europe,191368,23360,4063,14684.53,43267.84,Youth,Automotive,Mobile,1970-01-01 00:00:00.000002024,H2_2024,36,11,4
2024_JD_0192,Campaign_2024_JD_0192,2024-08-21,2024-09-08,TikTok Ads,Asia,190914,26120,5690,30779.1,73229.13,Seniors,Electronics,Desktop,1970-01-01 00:00:00.000002024,H2_2024,18,8,3
2024_JD_0116,Campaign_2024_JD_0116,2024-10-09,2024-10-29,Facebook Ads,South America,190625,17585,1936,12973.3,30434.97,Seniors,Health,Tablet,1970-01-01 00:00:00.000002024,H2_2024,20,10,4
2024_JD_0044,Campaign_2024_JD_0044,2024-08-15,2024-12-02,Google Ads,Europe,190312,27618,466,15979.15,26191.35,Youth,Electronics,Desktop,1970-01-01 00:00:00.000002024,H2_2024,109,8,3
2024_JD_0098,Campaign_2024_JD_0098,2024-08-26,2024-12-31,Email,Africa,189943,21097,3584,21606.25,64921.1,Seniors,Home,Desktop,1970-01-01 00:00:00.000002024,H2_2024,127,8,3
2024_JD_0482,Campaign_2024_JD_0482,2024-11-12,2024-12-31,Facebook Ads,Asia,189626,22832,2435,45029.47,148664.43,Youth,Automotive,Desktop,1970-01-01 00:00:00.000002024,H2_2024,49,11,4
2024_JD_0171,Campaign_2024_JD_0171,2024-07-29,2024-12-31,Email,North America,189074,23689,2294,18427.96,52589.82,Seniors,Home,Tablet,1970-01-01 00:00:00.000002024,H2_2024,155,7,3
2024_JD_0225,Campaign_2024_JD_0225,2024-08-02,2024-11-26,TikTok Ads,North America,188720,19049,403,37708.92,57906.6,Adults,Health,Tablet,1970-01-01 00:00:00.000002024,H2_2024,116,8,3
2024_JD_0226,Campaign_2024_JD_0226,2024-09-14,2024-12-31,TikTok Ads,Asia,188341,7674,667,24635.46,41481.29,Adults,Health,Desktop,1970-01-01 00:00:00.000002024,H2_2024,108,9,3
2024_JD_0014,Campaign_2024_JD_0014,2024-07-05,2024-08-29,Google Ads,Europe,188323,24545,445,31541.61,61855.16,Youth,Automotive,Desktop,1970-01-01 00:00:00.000002024,H2_2024,55,7,3
2024_JD_0056,Campaign_2024_JD_0056,2024-10-25,2024-12-31,TikTok Ads,Europe,188062,3030,422,34736.5,46333.12,Adults,Electronics,Mobile,1970-01-01 00:00:00.000002024,H2_2024,67,10,4
2024_JD_0583,Campaign_2024_JD_0583,2024-11-23,2024-12-31,TikTok Ads,Africa,187831,10263,2683,24483.74,43575.18,Adults,Automotive,Tablet,1970-01-01 00:00:00.000002024,H2_2024,38,11,4
2024_JD_0639,Campaign_2024_JD_0639,2024-11-23,2024-12-31,TikTok Ads,Africa,187831,10263,2683,24483.74,43575.18,Adults,Automotive,Tablet,1970-01-01 00:00:00.000002024,H2_2024,38,11,4
2024_JD_0204,Campaign_2024_JD_0204,2024-07-13,2024-11-11,Email,South America,187828,28170,5570,6185.87,17367.94,Seniors,Automotive,Mobile,1970-01-01 00:00:00.000002024,H2_2024,121,7,3
2024_JD_0371,Campaign_2024_JD_0371,2024-07-08,2024-12-21,Email,Africa,187779,2352,319,29302.07,77930.01,Seniors,Automotive,Mobile,1970-01-01 00:00:00.000002024,H2_2024,166,7,3
2024_JD_0333,Campaign_2024_JD_0333,2024-07-19,2024-08-25,Google Ads,Asia,187684,7802,2233,32178.28,94944.57,Adults,Clothing,Mobile,1970-01-01 00:00:00.000002024,H2_2024,37,7,3
2024_JD_0442,Campaign_2024_JD_0442,2024-11-28,2024-12-31,Google Ads,Asia,187170,14862,2956,18751.14,59179.77,Adults,Health,Desktop,1970-01-01 00:00:00.000002024,H2_2024,33,11,4
2024_JD_0048,Campaign_2024_JD_0048,2024-07-26,2024-11-16,TikTok Ads,Europe,187065,12517,649,4998.11,6057.34,Youth,Electronics,Tablet,1970-01-01 00:00:00.000002024,H2_2024,113,7,3
2024_JD_0215,Campaign_2024_JD_0215,2024-09-13,2024-12-31,Google Ads,North America,187047,15868,3313,33071.05,60470.31,Seniors,Clothing,Tablet,1970-01-01 00:00:00.000002024,H2_2024,109,9,3
2024_JD_0408,Campaign_2024_JD_0408,2024-10-15,2024-12-22,Email,North America,187024,7333,1645,14943.55,46054.16,Seniors,Automotive,Mobile,1970-01-01 00:00:00.000002024,H2_2024,68,10,4
2024_JD_0194,Campaign_2024_JD_0194,2024-10-28,2024-11-17,Facebook Ads,Africa,187020,10115,827,44305.51,147707.05,Seniors,Electronics,Tablet,1970-01-01 00:00:00.000002024,H2_2024,20,10,4
2024_JD_0078,Campaign_2024_JD_0078,2024-07-07,2024-12-09,TikTok Ads,North America,186415,8177,1497,41271.14,116564.44,Youth,Electronics,Tablet,1970-01-01 00:00:00.000002024,H2_2024,155,7,3
2024_JD_0355,Campaign_2024_JD_0355,2024-07-14,2024-11-25,TikTok Ads,North America,186129,3875,242,14138.81,22051.99,Seniors,Home,Desktop,1970-01-01 00:00:00.000002024,H2_2024,134,7,3
